id;code;name;parent_id
1780;01.11.04.02.05;ПЕТЛИ ДЛЯ ОКОН МЕТАЛЛИЧЕСКИЕ;11
1781;01.01.01.03;МЮСЛИ;1
1782;01.15.04.05;ЧЕРНИЛА КАНЦЕЛЯРСКИЕ;15
1783;01.11.03.08.04.03;КРАСКИ (ЭМАЛИ) ДЛЯ ДОРОЖНОЙ РАЗМЕТКИ;11
1784;02.17.05.03;ИЗГОТОВЛЕНИЕ ИНФОРМАЦИОННЫХ СТЕНДОВ, ТАБЛИЧЕК;43
1785;01.04.01.10.01;СТВОЛЫ ПОЖАРНЫЕ ВОЗДУШНО-ПЕННЫЕ;4
1786;01.01.07.13;КАРАМЕЛЬ;1
1787;01.02.10.48.06.28;"СВЕТОВОДЫ ДЛЯ ОБОРУДОВАНИЯ ""KARL STORZ""";2
1788;01.06.01.04.02;СТОЛЫ УЧЕНИЧЕСКИЕ С АКУСТИЧЕСКОЙ КАБИНОЙ ДЛЯ КАБИНЕТОВ ИНОСТРАННОГО ЯЗЫКА;6
1789;01.06.03.68.05;КОНСТРУКТОР КИБЕРНЕТИЧЕСКИЙ ПО РОБОТОТЕХНИКЕ;6
1790;01.08.01.09.35;ТУМБЫ ДЛЯ ИЗМЕРЕНИЯ ГИБКОСТИ;8
1791;01.08.01.01.01.07;СКАМЬИ ТРЕНИРОВОЧНЫЕ УНИВЕРСАЛЬНЫЕ;8
1792;01.08.01.01.08.23;МАНИШКИ (ТРЕНИРОВОЧНЫЕ НАКИДКИ);8
1793;01.02.10.29.07;КОНТЕЙНЕРЫ ВНУТРИКОРПУСНЫЕ И МЕЖКОРПУСНЫЕ МЕДИЦИНСКИЕ;2
1794;01.06.01.04.07;СТОЛЫ ЛАБОРАТОРНЫЕ;6
1795;01.11.03.01.02.02.01.09;ТАВРЫ СТАЛЬНЫЕ ГОРЯЧЕКАТАНЫЕ;11
1796;01.13.04.01.99;СИСТЕМЫ ОТОБРАЖЕНИЯ ИНФОРМАЦИИ ПРОЧИЕ;13
1797;01.02.10.13.14.01;ПЕРЧАТКИ СМОТРОВЫЕ/ПРОЦЕДУРНЫЕ НИТРИЛОВЫЕ, НЕОПУДРЕННЫЕ, НЕСТЕРИЛЬНЫЕ;2
1798;01.20.04.04.02;РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОСВЕЖИТЕЛЯ ВОЗДУХА;20
1799;01.02.10.43.04;КОНТРОЛЬНЫЕ МАТЕРИАЛЫ ДЛЯ ПРОВЕДЕНИЯ ВНУТРИЛАБОРАТОРНОГО КОНТРОЛЯ КАЧЕСТВА;2
1800;01.01.01.14.01.01;УКСУС ПИЩЕВОЙ И ЕГО ЗАМЕНИТЕЛИ, ПОЛУЧАЕМЫЕ ИЗ УКСУСНОЙ КИСЛОТЫ;1
1801;01.02.11.01.05.20;АППАРАТЫ ДЛЯ ИССЛЕДОВАНИЯ ФУНКЦИИ ВНЕШНЕГО ДЫХАНИЯ (ФВД);2
1802;01.01.01.19.01.03;ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ);1
1803;01.15.01.06.06;БУМАГА МЕЛОВАННАЯ ДЛЯ ПЕЧАТИ;15
1804;01.02.11.01.03.25;НАБОРЫ ГРУЗИКОВ ДЛЯ ОПРЕДЕЛЕНИЯ ВНУТРИГЛАЗНОГО ДАВЛЕНИЯ;2
1805;01.11.03.03.02.04;СТЕКЛО ОРГАНИЧЕСКОЕ ЛИСТОВОЕ;11
1806;01.20.07.12;ИЗДЕЛИЯ ХОЗЯЙСТВЕННОГО НАЗНАЧЕНИЯ ДЕРЕВЯННЫЕ;20
1807;01.01.12.08.01;КРЕВЕТКИ МОРОЖЕНЫЕ;1
1808;01.24.16.02;ПЛЕДЫ;23
1809;01.09.05.99;ТРАНСПОРТНЫЕ СРЕДСТВА ВОДНЫЕ ПРОЧИЕ;9
1810;01.08.01.22.04.01;МЯЧИ БАСКЕТБОЛЬНЫЕ;8
1811;01.11.02.01.04;ЛОБЗИКИ ЭЛЕКТРИЧЕСКИЕ;11
1812;03.13.11.01.01;УСЛУГИ ПО ПРЕДОСТАВЛЕНИЮ ДОСТУПА К ON-LINE ВЕРСИИ СПРАВОЧНО-ПРАВОВОЙ СИСТЕМЫ;65
1813;01.02.11.01.14.01;СКАЛЕРЫ УЛЬТРАЗВУКОВЫЕ;2
1814;01.14.04.99;КАРТЫ ПРОЧИЕ;14
1815;01.11.03.01.73;СЕТКИ ПРОВОЛОЧНЫЕ ТКАНЫЕ;11
1816;01.01.10.05.01;КЕФИР;1
1817;01.16.32.05;ПОДТОВАРНИКИ;16
1818;01.11.03.01.04.02.01;ПРОФИЛИ АЛЮМИНИЕВЫЕ С ПРОТИВОСКОЛЬЗЯЩЕЙ ВСТАВКОЙ;11
1819;03.08.01.01.04;УСЛУГИ ПО ОЧИСТКЕ КРЫШ ОТ СНЕГА, НАЛЕДИ И СОСУЛЕК;61
1820;01.13.05.02;СИСТЕМЫ ХРАНЕНИЯ ДАННЫХ ДИСКОВЫЕ СЕТЕВЫЕ;13
1821;01.13.11.03.05.03.05;РАДИОСИСТЕМЫ С ГОЛОВНЫМ МИКРОФОНОМ;13
1822;01.02.11.01.08.05.08;СИСТЕМА НИЗКОВАКУУМНОЙ АСПИРАЦИИ УНИВЕРСАЛЬНАЯ;2
1823;01.02.11.01.05.48.09.01;РЕГИСТРАТОР/АНАЛИЗАТОР АМБУЛАТОРНЫЙ ДЛЯ ДЛИТЕЛЬНОГО ЭЛЕКТРОКАРДИОГРАФИЧЕСКОГО МОНИТОРИНГА;2
1824;01.13.12.05.01;КАРТЫ МИКРОПРОЦЕССОРНЫЕ;13
1825;01.13.04.99.02;КОНЦЕНТРАТОРЫ USB;13
1826;01.19.01.03.01;БРЮКИ ДЛЯ ВЗРОСЛЫХ;19
1827;01.02.10.48.19.70;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""ZOLL MEDICAL CORPORATION""";2
1828;01.08.01.19.12;ЛЫЖИ;8
1829;01.19.02.25;КОСТЮМЫ ДЛЯ ДЕТЕЙ;19
1830;01.07.07.02;КОЖА (РАСХОДНЫЙ МАТЕРИАЛ ДЛЯ КУЛЬТУРЫ И ИСКУССТВА);7
1831;01.20.04.07.05;СРЕДСТВА ДЛЯ ОЧИСТКИ И ПОЛИРОВКИ ПОВЕРХНОСТЕЙ;20
1832;01.15.05.09.02;РАМКИ МЕТАЛЛИЧЕСКИЕ;15
1833;01.03.01.28.03;ПРИБОРЫ ПРИЕМНО-КОНТРОЛЬНЫЕ ОХРАННОЙ СИГНАЛИЗАЦИИ;3
1834;01.11.02.03.05;ПИРОМЕТРЫ ИНФРАКРАСНЫЕ;11
1835;01.11.03.09.02.02;МАТЫ ИЗ БАЗАЛЬТОВОЙ ВАТЫ ПРОШИВНЫЕ ТЕПЛОИЗОЛЯЦИОННЫЕ;11
1836;03.07.03.02;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ГРУЗОВЫХ АВТОМОБИЛЕЙ;60
1837;01.11.03.01.04.03;СВИНЕЦ, ЦИНК, ОЛОВО, НИКЕЛЬ И МЕТАЛЛОИЗДЕЛИЯ ИЗ НИХ;11
1838;01.02.11.01.05.25;АНАЛИЗАТОРЫ ОКИСИ УГЛЕРОДА В ВЫДЫХАЕМОМ ВОЗДУХЕ;2
1839;01.04.01.14;ИНСТРУМЕНТЫ РУЧНЫЕ АВАРИЙНО-СПАСАТЕЛЬНЫЕ;4
1840;01.26.02.04.01.10;КСИЛОЛ;25
1841;01.11.02.03.14;ГЕНЕРАТОРЫ СИГНАЛОВ;11
1842;01.02.11.01.13.02.33.08;АППАРАТ ДЛЯ ФОТОДИНАМИЧЕСКОЙ ТЕРАПИИ;2
1843;01.15.02.05.01;КНИГИ АЛФАВИТНЫЕ;15
1844;01.03.02.04;ИДЕНТИФИКАТОРЫ;3
1845;01.02.09.14.03;ДРУГИЕ ТЕРАПЕВТИЧЕСКИЕ ПРОДУКТЫ,V03;2
1846;01.02.10.12.03;ПЕРЕВЯЗОЧНЫЕ МАТЕРИАЛЫ ПРОЧИЕ;2
1847;01.01.01.06.12.01;МАЙОНЕЗ;1
1848;01.01.02.05;МОРКОВЬ;1
1849;01.15.01.02.02;БУМАГА ГОФРИРОВАННАЯ (КРЕПИРОВАННАЯ);15
1850;01.26.01.02.03.07;ВОДА ДИСТИЛЛИРОВАННАЯ;25
1851;01.23.04.02;БУНКЕРЫ;22
1852;01.13.16.04;КЛЕЩИ ОБЖИМНЫЕ ДЛЯ СОЕДИНИТЕЛЕЙ СЕТЕВЫХ КАБЕЛЕЙ;13
1853;01.19.10.12;ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ПОВЫШЕННЫХ ТЕМПЕРАТУР;19
1854;01.20.07.11.06.03.03;ЧЕХЛЫ, КОФРЫ, ОРГАНАЙЗЕРЫ ТЕКСТИЛЬНЫЕ УПАКОВОЧНЫЕ;20
1855;01.02.11.01.12.01.10;АНАЛИЗАТОРЫ ГЕМАТОЛОГИЧЕСКИЕ ПРОЧИЕ;2
1856;01.02.11.01.13.05.03.01;КРЕСЛО-КОЛЯСКА, УПРАВЛЯЕМАЯ ПАЦИЕНТОМ/СОПРОВОЖДАЮЩИМ ЛИЦОМ, С ПРИВОДОМ НА ЗАДНИЕ КОЛЕСА, НЕСКЛАДНАЯ;2
1857;01.26.01.02.03.05.12;СИЛИКАГЕЛЬ ТЕХНИЧЕСКИЙ;25
1858;01.02.11.04.02;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ДЛЯ РАДИОТЕРАПИИ;2
1859;01.03.05.01;МЕТАЛЛОДЕТЕКТОРЫ;3
1860;01.08.01.01.01.01;КОМПЛЕКС ТРЕНАЖЕРНЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ;8
1861;01.02.11.01.12.01.17.03;ФОТОМЕТР, АБСОРБЦИОННЫЙ/ТРАНСМИССИОННЫЙ, РУЧНОЙ;2
1862;03.15.05;РАЗМЕЩЕНИЕ РЕКЛАМЫ В ИНТЕРНЕТЕ;67
1863;01.03.01.28.04;ОПОВЕЩАТЕЛИ ОХРАННЫЕ;3
1864;01.11.01.07.01.18;НАСОСЫ АГРЕГАТНЫЕ;11
1865;01.15.03.12.01;КАРТОТЕКИ ПЛАСТИКОВЫЕ;15
1866;01.16.03.10;СТОЛЫ ПРИСТАВНЫЕ;16
1867;01.02.11.04.17.03.02;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ФИБРОЭНДОСКОПОВ ПРОЧИЕ;2
1868;01.02.11.01.12.03.14;КОНТЕЙНЕРЫ ДЛЯ ТРАНСПОРТИРОВКИ;2
1869;01.20.09.01.13;ИГРУШКИ ДЕТСКИЕ ГОЛОВОЛОМКИ;20
1870;01.01.01.16.01.01;ОРЕХИ ГРЕЦКИЕ;1
1871;01.01.02.01.01.01;КАРТОФЕЛЬ ПРОДОВОЛЬСТВЕННЫЙ;1
1872;01.02.09.04.06;АНТИБИОТИКИ И ПРОТИВОМИКРОБНЫЕ СРЕДСТВА ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ КОЖИ,D06;2
1873;01.02.10.43.09.05.04.04;ПРОБИРКА ЦИЛИНДРИЧЕСКАЯ (ТИП П2);2
1874;01.10.03.05.99;УСТРОЙСТВА ЗАРЯДНЫЕ (КРОМЕ ПРЕДНАЗНАЧЕННЫХ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ УСТРОЙСТВ) ПРОЧИЕ;10
1875;01.11.01.08.12.07;РЕЛЕ ВРЕМЕНИ;11
1876;01.12.05.09;БЕНЗОПИЛЫ;12
1877;01.01.01.05.01.04.02;САХАР БЕЛЫЙ ТРОСТНИКОВЫЙ;1
1878;03.23.01.02;ОЦЕНКА НЕДВИЖИМОГО ИМУЩЕСТВА ДЛЯ ЦЕЛЕЙ ПРИВАТИЗАЦИИ, ПРИНЯТИЯ УПРАВЛЕНЧЕСКИХ РЕШЕНИЙ, ПОСТАНОВКИ НА БАЛАНС;74
1879;01.11.09.04;ЗАГРАЖДЕНИЯ;11
1880;03.07.08.01;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ ПРИБОРОВ ДЛЯ НАУЧНЫХ ИССЛЕДОВАНИЙ;60
1881;01.02.11.01.13.05.03;КРЕСЛА-КОЛЯСКИ;2
1882;01.12.07.03;ТЕЛЕЖКИ-ДОЗАТОРЫ ДЛЯ ПРОТИВОГОЛОЛЕДНЫХ МАТЕРИАЛОВ;12
1883;01.02.11.01.14.24;МИКРОМОТОРЫ СТОМАТОЛОГИЧЕСКИЕ;2
1884;01.11.01.07.01.21;НАСОСЫ ДИНАМИЧЕСКИЕ;11
1885;01.11.02.10.03.02.01;ПРУТКИ ИЗ ЦВЕТНЫХ МЕТАЛЛОВ;11
1886;01.16.03.12;СТОЛЫ ДЛЯ АДМИНИСТРАТОРА;16
1887;01.11.02.03.25;ТЕЧЕИСКАТЕЛИ;11
1888;01.08.01.16.01.10;СЕТКА ХОККЕЙНАЯ;8
1889;01.02.10.43.05.12.04;ШТАТИВЫ ДЛЯ НАКОНЕЧНИКОВ;2
1890;01.25.13;ПРЕСС-НОЖНИЦЫ;24
1891;01.02.10.43.05.27.04;КАПИЛЛЯРНАЯ ТРУБКА ДЛЯ СБОРА КАПИЛЛЯРНОЙ КРОВИ ИВД, С НАТРИЙ ГЕПАРИНОМ;2
1892;01.02.09.12.02;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ГОРЛА,R02;2
1893;01.02.11.01.12.01.04;АНАЛИЗАТОРЫ ГЛЮКОЗЫ И ЛАКТАТА;2
1894;01.20.07.05.03;НОЖЕВАЯ ПРОДУКЦИЯ БЫТОВАЯ;20
1895;03.07.04.02;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ;60
1896;01.11.02.03.21;ЛИНЕЙКИ ИЗМЕРИТЕЛЬНЫЕ;11
1897;01.15.02.06.01;ТЕТРАДЬ УЧЕНИЧЕСКАЯ ШКОЛЬНАЯ;15
1898;01.16.16.04;СТЕЛЛАЖИ БИБЛИОТЕЧНЫЕ;16
1899;03.08.05.03;УСЛУГИ ПО РАДИАЦИОННОМУ МОНИТОРИНГУ И КОНТРОЛЮ;61
1900;01.06.04;МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ УЧЕБНОГО ОБОРУДОВАНИЯ;6
1901;01.02.11.01.13.04.16;СИСТЕМЫ РЕАБИЛИТАЦИОННЫЕ;2
1902;01.15.05.02.05.02;ДЫРОКОЛЫ ДЛЯ ЛЮВЕРСОВ;15
1903;01.12.05.14;СУЧКОРЕЗЫ;12
1904;01.02.11.01.16.03.06;АУДИОМЕТР/ТИМПАНОМЕТР;2
1905;01.16.18.02;СТЕНДЫ ДЛЯ АФИШ И РЕКЛАМ РОЛЛЕРНЫЕ;16
1906;01.13.08.06;КРОССЫ ОПТИЧЕСКИЕ;13
1907;01.15.05.03.01.02;ДОСКИ МАГНИТНО-МАРКЕРНЫЕ СТЕКЛЯННЫЕ;15
1908;01.13.07.05.03;ЩИТЫ ЭЛЕКТРОТЕХНИЧЕСКИЕ;13
1909;01.04.01.19.02;ИЗДЕЛИЯ И ПРИНАДЛЕЖНОСТИ ДЛЯ АЛЬПИНИЗМА;4
1910;01.02.11.03.10.02.02;ШКАФЫ МЕДИЦИНСКИЕ ДЛЯ ДОКУМЕНТОВ;2
1911;01.02.10.48.19.17;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""SHILLER""";2
1912;01.11.03.02.02.02;ПИЛОМАТЕРИАЛЫ ПРОФИЛИРОВАННЫЕ ИЗ ЛИСТВЕННЫХ ПОРОД;11
1913;01.25.01.09;ПОДЪЕМНИКИ ДЛЯ АВТОМОБИЛЬНОГО ТРАНСПОРТА;24
1914;01.04.01.13.03;СРЕДСТВА ДЛЯ СПАСЕНИЯ С ВЫСОТЫ;4
1915;01.02.11.01.06.03.08;МАНОМЕТРЫ МЕДИЦИНСКИЕ;2
1916;01.01.20;ВИТАМИННО-МИНЕРАЛЬНЫЕ КОМПЛЕКСЫ (БАДЫ);1
1917;01.02.10.22.25;ИНДИКАТОРЫ СТЕРИЛИЗАЦИИ/ДЕЗИНФЕКЦИИ;2
1918;01.13.09.04.03.02;РАДИОСИСТЕМЫ;13
1919;01.11.07.14;СОСТАВЫ РЕМОНТНЫЕ;11
1920;01.02.09.02.01;АНТИКОАГУЛЯНТЫ,B01;2
1921;01.02.10.48.19.32;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ К ОБОРУДОВАНИЮ, ПРОИЗВОДСТВА ""LEICA MICROSYSTEMS""";2
1922;01.11.01.04.06;ПИССУАРЫ;11
1923;01.02.11.04.12.01.06;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ ГЛЮКОЗЫ И ЛАКТАТА;2
1924;01.20.07.13.05;ДИСПЕНСЕРЫ ДЛЯ ГИГИЕНИЧЕСКИХ СРЕДСТВ;20
1925;01.02.11.03.09.04;СТОЛЫ ДЛЯ ЗАБОРА КРОВИ И ПРОВЕДЕНИЯ ВНУТРИВЕННЫХ ВЛИВАНИЙ;2
1926;01.02.11.01.13.04.06.05;ТРЕНАЖЕР В ВИДЕ ПАРАЛЛЕЛЬНЫХ БРУСЬЕВ ДЛЯ ТРЕНИРОВКИ ХОДЬБЫ, БЕЗ ЭЛЕКТРОПИТАНИЯ;2
1927;01.08.01.01.05;НАСОСЫ ВОЗДУШНЫЕ ДЛЯ НАКАЧИВАНИЯ МЯЧЕЙ;8
1928;01.23.17;ЭЛЕМЕНТЫ ОСВЕЩЕНИЯ ДЛЯ ТЕРРИТОРИЙ БЛАГОУСТРОЙСТВА;22
1929;01.13.09.99.02;СРЕДСТВА И СИСТЕМЫ ПРЯМОЙ ДИСПЕТЧЕРСКОЙ СВЯЗИ И ОПОВЕЩЕНИЯ;13
1930;01.11.02.10.05;ФЛЮСЫ;11
1931;01.11.03.05.13.02;ПОКРЫТИЯ ПРОТИВОСКОЛЬЗЯЩИЕ;11
1932;01.11.03.08.02;СМЕСИ АСФАЛЬТОБЕТОННЫЕ;11
1933;02.02.01.03.02;РАЗРАБОТКА ПСД НА ИНФРАСТРУКТУРНЫЕ ОБЪЕКТЫ;31
1934;01.02.11.01.06.04.06.01;СТЕТОСКОП;2
1935;01.16.12.05;МАТРАЦЫ;16
1936;01.08.01.01.08.47;КОНУСЫ ТРЕНИРОВОЧНЫЕ;8
1937;01.02.10.44.54;ХАЛАТ ОПЕРАЦИОННЫЙ;2
1938;01.11.04.03.02.15.02;ПРОВОДА УСТАНОВОЧНЫЕ;11
1939;01.15.08.02.02;ПАКЕТЫ ПОЧТОВЫЕ ПЛАСТИКОВЫЕ;15
1940;02.17.04.08;РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ;43
1941;01.19.07.03;КНОПКИ, ЗАКЛЕПКИ, ЛЮВЕРСЫ, КРЮЧКИ;19
1942;03.07.02.11;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ЭЛЕКТРОУСТАНОВОК;60
1943;01.05.02.09.02;ПРОБИРКИ ЛАБОРАТОРНЫЕ ПЛАСТИКОВЫЕ, НЕМЕДИЦИНСКИЕ;5
1944;01.03.01.00.01;СИСТЕМЫ ПОЖАРНОЙ СИГНАЛИЗАЦИИ;3
1945;01.08.01.17.34;ПОМОСТЫ ТЯЖЕЛОАТЛЕТИЧЕСКИЕ;8
1946;01.11.04.01.02;ВОРОТА;11
1947;01.19.01.10;ХАЛАТЫ ДЛЯ ВЗРОСЛЫХ;19
1948;01.11.02.03.09;КУРВИМЕТРЫ;11
1949;01.02.11.01.03.37.01;СИНОПТОФОР, С ПИТАНИЕМ ОТ СЕТИ;2
1950;03.44;УПРАВЛЕНИЕ ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТЬЮ;90
1951;03.31.03.05.01.11;АРЕНДА АВТОЭВАКУАТОРОВ С ЭКИПАЖЕМ;81
1952;01.02.11.01.16.12;РИНОМАНОМЕТРЫ;2
1953;01.13.10.02;СИСТЕМЫ УПРАВЛЕНИЯ БАЗАМИ ДАННЫХ;13
1954;01.02.10.50.24;КОВРИКИ МЕДИЦИНСКИЕ;2
1955;01.03.09;ИНСТРУМЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОПЛОМБИРОВАНИЯ;3
1956;01.01.01.21.02;ДРОЖЖИ ХЛЕБОПЕКАРНЫЕ СУШЕНЫЕ;1
1957;01.24.01.04;ТКАНИ ТЕХНИЧЕСКИЕ;23
1958;01.19.05.07.03;ПЛАТКИ (ШАЛИ, ПАРЕО), КОСЫНКИ (БАНДАНЫ);19
1959;02.23.03;ИЗМЕРЕНИЯ СОСТОЯНИЯ КОНСТРУКЦИЙ (МОНИТОРИНГ) ПЕРИОДИЧЕСКИЕ;49
1960;03.18.15;ОКАЗАНИЕ УСЛУГ ПО ПОДГОТОВКЕ СПОРТИВНЫХ МЕРОПРИЯТИЙ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;70
1961;02.19.02;РЕМОНТ АВАРИЙНО-ВОССТАНОВИТЕЛЬНЫЙ ЗДАНИЙ И СООРУЖЕНИЙ;45
1962;03.07.02.07;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ОБЪЕКТОВ НАРУЖНОГО ОСВЕЩЕНИЯ;60
1963;01.11.01.03.11.08;ТЕПЛООБМЕННИКИ;11
1964;01.13.06.06;МЕДИАКОНВЕРТЕРЫ;13
1965;01.02.10.43.05.12.01;ШТАТИВЫ ДЛЯ ПРОБИРОК И МИКРОПРОБИРОК;2
1966;01.16.05.01.02;ТУМБЫ ПРИКРОВАТНЫЕ;16
1967;02.03.90;КОМПЛЕКС РАБОТ ПО ПОДГОТОВКЕ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ, ВЫПОЛНЕНИЮ ИНЖЕНЕРНЫХ ИЗЫСКАНИЙ, СТРОИТЕЛЬСТВУ, РЕКОНСТРУКЦИИ, КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА;32
1968;01.15.01.08.02;РОЛИКИ, ЧЕКОВАЯ ЛЕНТА ДЛЯ УСТРОЙСТВ КРОМЕ ФАКСА;15
1969;01.02.11.04.12.01.01;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ЖИДКОСТНЫХ ХРОМАТОГРАФОВ;2
1970;01.08.01.06.09;КРУГИ СПАСАТЕЛЬНЫЕ;8
1971;02.02.05.23.04;ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПЕЦИАЛЬНЫМ ОБЪЕКТАМ;31
1972;01.02.11.01.01.07.04.04;РАБОЧАЯ СТАНЦИЯ ДЛЯ ДИАГНОСТИЧЕСКОЙ ЦИФРОВОЙ СИСТЕМЫ РЕНТГЕНОВСКОЙ ВИЗУАЛИЗАЦИИ;2
1973;01.11.01.06.03;ПРИБОРЫ УЧЕТА ТЕПЛОВОЙ ЭНЕРГИИ;11
1974;01.02.10.25.07.01;СТЕКЛА ПОКРОВНЫЕ;2
1975;01.02.10.43.734;РАСТВОР ПАРАФОРМАЛЬДЕГИДА ИВД;2
1976;01.26.01.02.03.02.26;КАЛИЙ ХЛОРИСТЫЙ;25
1977;01.20.02.03;УТЮГИ ЭЛЕКТРИЧЕСКИЕ БЫТОВЫЕ;20
1978;01.14.11;ПОСТЕРЫ В РАМЕ;14
1979;01.20.11.07;ВЕНТИЛЯТОРЫ БЫТОВЫЕ;20
1980;01.13.04.04.06.01;ВЕБ-КАМЕРЫ;13
1981;01.11.01.04.10.05;ВЕНТИЛИ;11
1982;03.30.02.01.99;ИСПЫТАНИЯ КАЧЕСТВА ПРОЧИХ ОБЪЕКТОВ;80
1983;01.11.01.04.10.09;АРМАТУРА САНТЕХНИЧЕСКАЯ НАПОЛНИТЕЛЬНАЯ;11
1984;01.02.10.44.15;САЛФЕТКИ;2
1985;01.13.09.06.12;АППАРАТЫ ТЕЛЕФОННЫЕ;13
1986;01.02.10.06.25;ЛОЖКИ МЕДИЦИНСКИЕ ОБЩЕХИРУРГИЧЕСКИЕ;2
1987;03.07.99.11;ОБСЛУЖИВАНИЕ, СОДЕРЖАНИЕ И РЕМОНТ ПЕРЕДВИЖНЫХ КОМПАКТНЫХ ТУАЛЕТОВ;60
1988;02.13.99.01;ИССЛЕДОВАНИЯ ЭКОЛОГИЧЕСКИЕ;42
1989;01.08.01.09.08;КОЛЬЦА ГИМНАСТИЧЕСКИЕ;8
1990;01.19.06.15;ПОРТМОНЕ;19
1991;01.02.09.12.06;АНТИГИСТАМИННЫЕ ПРЕПАРАТЫ СИСТЕМНОГО ДЕЙСТВИЯ,R06;2
1992;01.02.10.12.04.07;ЛЕЙКОПЛАСТЫРЬ КОЖНЫЙ ДЛЯ ФИКСАЦИИ ПОВЯЗКИ, НЕСИЛИКОНОВЫЙ;2
1993;01.02.10.16.12;НАБОРЫ ДЛЯ ПЕРЕЛИВАНИЯ КРОВИ;2
1994;01.01.02.02.03;ЛУК РЕПЧАТЫЙ;1
1995;01.11.04.03.02.07;КАБЕЛИ МОНТАЖНЫЕ;11
1996;01.01.02.06.01;КАПУСТА БЕЛОКОЧАННАЯ;1
1997;01.01.01.01.06;КРУПА МАННАЯ;1
1998;01.01.01.01.09;КРУПА ПЕРЛОВАЯ;1
1999;01.02.10.36.23;КАЛОПРИЕМНИК ДЛЯ КОЛОСТОМЫ ЗАКРЫТЫЙ, ОДНОКОМПОНЕНТНЫЙ;2
2000;01.11.03.14.99;МАТЕРИАЛЫ АРМИРУЮЩИЕ ПРОЧИЕ;11
2001;01.02.10.43.37.02;ASPERGILLUS FUMIGATUS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);2
2002;02.02.01.03.01.99;РАЗРАБОТКА ПСД НА ОБЪЕКТЫ ДОРОЖНОГО ХОЗЯЙСТВА ПРОЧИЕ;31
2003;01.13.04.04.13;УСТРОЙСТВА ВВОДА;13
2004;03.24.04;УСЛУГИ ПО ФОРМИРОВАНИЮ И ОБСЛУЖИВАНИЮ ЕДИНОГО ИНФОРМАЦИОННОГО ФОНДА ДОКУМЕНТОВ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ;75
2005;01.16.07.02.04;ШКАФЫ ДЛЯ КНИГ ДЕРЕВЯННЫЕ;16
