id,code_kpgz,name
1543,01.20.04.01.08,СРЕДСТВА ЧИСТЯЩИЕ ДЛЯ ТЕКСТИЛЬНЫХ НАПОЛЬНЫХ ПОКРЫТИЙ
1544,01.08.01.01.08.44,ГИРИ
1545,01.11.07.09,РАСТВОРЫ СТРОИТЕЛЬНЫЕ
1546,01.02.11.01.09.18,АППАРАТЫ ОЧИСТКИ ДЫХАТЕЛЬНЫХ ПУТЕЙ
1547,01.13.11.03.05.04,УСТРОЙСТВА ОБРАБОТКИ ЗВУКА
1548,01.02.10.43.72.06,"HELICOBACTER PYLORI АНТИГЕНЫ ИВД, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
1549,01.11.02.10.03.02.02,ПРУТКИ СТАЛЬНЫЕ
1550,01.09.08.10.05.07,"ШИНЫ, ПОКРЫШКИ И КАМЕРЫ РЕЗИНОВЫЕ ПРОЧИЕ"
1551,01.01.02.35.04.03,КОНСЕРВЫ ОВОЩНЫЕ ГОТОВЫЕ К УПОТРЕБЛЕНИЮ
1552,01.02.11.01.04.20.02,АППАРАТ ДЛЯ ИЗМЕРЕНИЯ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ АНЕРОИДНЫЙ МЕХАНИЧЕСКИЙ
1553,01.13.12.06.99,СИСТЕМЫ И СРЕДСТВА ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ ИНФОРМАЦИИ
1554,01.02.10.22.09.01,ИНДИКАТОР ДЛЯ КОНТРОЛЯ ПРОЦЕССА ПАРОВОЙ СТЕРИЛИЗАЦИИ КЛАСС 5 ДЛЯ ВНУТРЕННОГО КОНТРОЛЯ
1555,01.13.04.03.99,СКАНЕРЫ СПЕЦИАЛИЗИРОВАННЫЕ
1556,01.08.01.01.10.99,ПРОЧИЙ ОБЩИЙ ИНВЕНТАРЬ ДЛЯ СПОРТИВНЫХ ИГР
1557,01.11.02.05.03.99,ПАЯЛЬНИКИ ПРОЧИЕ
1558,01.02.11.01.05.05.02,"СИСТЕМЫ ДЛЯ ИССЛЕДОВАНИЯ ФУНКЦИИ ЛЕГКИХ, ПЕДИАТРИЧЕСКИЕ"
1559,01.24.16.07.01,СКАТЕРТИ ТЕКСТИЛЬНЫЕ
1560,01.02.10.43.231,БУФЕРНЫЙ РАСТВОР С ФИКСИРОВАННЫМ PH ИВД
1561,01.08.02.03,СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ФУТБОЛА
1562,01.02.11.01.03.28.01,"ПРИБОР ДЛЯ ТРЕНИРОВКИ ЗРЕНИЯ, С ПИТАНИЕМ ОТ СЕТИ"
1563,01.10.04.04.01,УДЛИНИТЕЛИ ЭЛЕКТРИЧЕСКИЕ
1564,01.02.10.43.163.03,"АЛЬЦИАНОВЫЙ СИНИЙ/РЕАКТИВ ШИФФА (РШ) КРАСИТЕЛЬ ИВД, НАБОР"
1565,01.02.10.16.02,ВОЗДУХОВОДЫ
1566,01.02.10.10.02.09,ИГЛЫ ИНЪЕКЦИОННЫЕ С ИНФУЗИОННЫМ УДЛИНИТЕЛЕМ ДЛЯ ЦЕНТРАЛЬНЫХ ВЕНОЗНЫХ ИМПЛАНТИРУЕМЫХ ПОРТОВ ДЛЯ ВЗРОСЛЫХ
1567,01.02.10.43.01.01.03,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ ""ABBOTT ARCHITECT"", ПРОИЗВОДСТВА ""ABBOTT LABORATORIES"""
1568,01.23.30,РЕШЕТКИ ЛИВНЕВОЙ КАНАЛИЗАЦИИ
1569,01.03.02.01,СИСТЕМЫ ДОМОФОННЫЕ И ЗАПАСНЫЕ ЧАСТИ ДЛЯ ДОМОФОННЫХ СИСТЕМ
1570,01.02.10.47.03,ЭНДОПРОТЕЗЫ СУСТАВОВ ДЛЯ ПЕРВИЧНОГО ЭНДОПРОТЕЗИРОВАНИЯ
1571,01.02.10.43.02.07.03.01,НАБОР ДЛЯ ЭКСТРАКЦИИ/ИЗОЛЯЦИИ НУКЛЕИНОВЫХ КИСЛОТ ИВД
1572,01.11.01.01.04,ЗОНТЫ ВЫТЯЖНЫЕ
1573,01.03.06,ЗАПАСНЫЕ ЧАСТИ К СИСТЕМАМ ОХРАНЫ И ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ
1574,01.02.10.16.04.01,КОНТУРЫ ДЫХАТЕЛЬНЫЕ
1575,01.02.11.01.12.04.05,ТЕЛЕЖКИ ПАТАЛОГОАНАТОМИЧЕСКИЕ
1576,01.19.01.07.02,СВИТЕРЫ ДЛЯ ВЗРОСЛЫХ
1577,03.30.02.02,ИСПЫТАНИЯ ПРОЧНОСТИ И УСТОЙЧИВОСТИ
1578,01.11.03.02.02.01,ПИЛОМАТЕРИАЛЫ ПРОФИЛИРОВАННЫЕ ИЗ ХВОЙНЫХ ПОРОД
1579,01.16.18.01,СТЕНДЫ ИНФОРМАЦИОННЫЕ
1580,01.01.03.25.03,КОНСЕРВЫ ФРУКТОВЫЕ И ЯГОДНЫЕ
1581,01.02.10.06.43.17,НОЖНИЦЫ ОБЩЕХИРУРГИЧЕСКИЕ
1582,01.11.05.12.04,ФАНЕРА ОБЛИЦОВАННАЯ
1583,01.11.02.01.28,МАШИНЫ ПРОЧИСТНЫЕ
1584,03.16.01,УСЛУГИ САНАТОРИЕВ ОБЩЕГО ПРОФИЛЯ
1585,01.13.07.03,ШКАФЫ ТЕЛЕКОММУНИКАЦИОННЫЕ
1586,01.13.17.16.04,ПЛАТЫ ОТЛАДОЧНЫЕ
1587,01.09.08.08,ПРИНАДЛЕЖНОСТИ ДЛЯ ВОЗДУШНОГО ТРАНСПОРТА
1588,02.17.05.05,"ИЗГОТОВЛЕНИЕ ВЫСТАВОЧНЫХ СТЕНДОВ, ВРЕМЕННЫХ КИОСКОВ"
1589,03.20.99,УСЛУГИ ПО ХРАНЕНИЮ ПРОЧИЕ
1590,02.17.01.99,ИЗГОТОВЛЕНИЕ ИЗДЕЛИЙ ИЗ КОМБИНАЦИИ РАЗЛИЧНЫХ МАТЕРИАЛОВ
1591,01.01.10.06.04,СЫРЫ ПОЛУТВЕРДЫЕ
1592,01.11.02.08.03,ПОДСТАВКИ ИНСТРУМЕНТАЛЬНЫЕ
1593,01.02.11.01.07.04.01,"ОЧИСТИТЕЛЬ ВОЗДУХА ФИЛЬТРУЮЩИЙ ВЫСОКОЭФФЕКТИВНЫЙ, СТАЦИОНАРНЫЙ"
1594,01.19.05.07.01,УБОРЫ ГОЛОВНЫЕ ДЛЯ ВЗРОСЛЫХ
1595,01.11.03.09.04.06,ЛЕНТА ИЗОЛЯЦИОННАЯ ПРОРЕЗИНЕННАЯ НА ТКАНЕВОЙ ОСНОВЕ
1596,01.02.10.06.15.03,КЛИПСЫ
1597,01.02.10.43.793.01,"СКРЫТАЯ КРОВЬ В КАЛЕ ИВД, НАБОР, ХРОМОГЕННЫЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
1598,01.08.01.01.08.16,СКАКАЛКИ
1599,01.13.15.02,СОЕДИНИТЕЛИ КАБЕЛЬНЫЕ ДЛЯ КАБЕЛЕЙ ОПТОВОЛОКОННЫХ
1600,01.02.11.01.08.05.05,"СИСТЕМА АСПИРАЦИОННАЯ ОБЩЕГО НАЗНАЧЕНИЯ, С ПИТАНИЕМ ОТ СЕТИ"
1601,01.20.02.04,ОТПАРИВАТЕЛИ
1602,03.31.03.01.01,АРЕНДА АВТОМОБИЛЕЙ ЛЕГКОВЫХ С ВОДИТЕЛЕМ
1603,01.11.03.10.05,ПЛИТКИ РЕЗИНОВЫЕ
1604,01.03.01.29.04,ОПОВЕЩАТЕЛИ ПОЖАРНЫЕ
1605,01.10.05.01.06,ТАБЛО СВЕТОВЫЕ
1606,01.13.10.13,ПАКЕТ ОФИСНЫХ ПРОГРАММ
1607,01.02.10.49.14,ПРИНАДЛЕЖНОСТИ ДЛЯ ЭЛЕКТРОМИОГРАФИИ (ЭМГ)
1608,01.16.12.04,РАСКЛАДУШКИ
1609,01.24.07.02,НИТКИ ШВЕЙНЫЕ ХЛОПЧАТОБУМАЖНЫЕ
1610,01.11.02.01.26,ШТРОБОРЕЗЫ ЭЛЕКТРИЧЕСКИЕ
1611,01.02.11.01.08.07.14,"СТОЛ ОПЕРАЦИОННЫЙ УНИВЕРСАЛЬНЫЙ, ЭЛЕКТРОМЕХАНИЧЕСКИЙ, С ПИТАНИЕМ ОТ БАТАРЕИ"
1612,01.11.08.01.01,ПОКРЫТИЯ ОГНЕЗАЩИТНЫЕ
1613,01.10.02.01,ЖИДКОСТИ ТОРМОЗНЫЕ
1614,01.13.16.02.01,ВОЛЬТМЕТРЫ
1615,01.13.16.02.02,АМПЕРМЕТРЫ
1616,01.11.01.08.02.04,БЛОКИ РОЗЕТОК
1617,03.07.05.01,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ОРГТЕХНИКИ
1618,01.02.10.43.01.195,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ К АНАЛИЗАТОРАМ ПРОИЗВОДСТВА ""DR. MULLER GERATEBAU GMBH"""
1619,01.26.04.08.02,СТАНДАРТНЫЕ ОБРАЗЦЫ СОСТАВА РАСТВОРОВ КАТИОНОВ/АНИОНОВ
1620,01.02.10.43.01.155.01,"РЕАГЕНТЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ""BLUEDIVER"", ПРОИЗВОДСТВА ""D-TEK S.A."""
1621,02.11.03.99,РЕМОНТ ПРОЧЕГО ОБОРУДОВАНИЯ
1622,01.23.90.08,ОБОРУДОВАНИЕ ВЕЛОПАРКОВОК
1623,01.02.10.43.02.04.01,РЕАГЕНТЫ ДЛЯ РАЗНЫХ ЭТАПОВ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) АНАЛИЗА
1624,01.15.02.05.05,ЖУРНАЛЫ КЛАССНЫЕ
1625,01.20.07.09.02,ПРИНАДЛЕЖНОСТИ ДЛЯ ШИТЬЯ И РУКОДЕЛИЯ ПЛАСТМАССОВЫЕ
1626,01.11.02.10.01,СКОБЫ ДЛЯ СТЕПЛЕРА СТРОИТЕЛЬНОГО
1627,01.15.04.03.06,НАБОРЫ КАРАНДАШЕЙ ЦВЕТНЫХ ВОСКОВЫХ (МЕЛКИ)
1628,01.10.05.02.03.02.02,ЛАМПЫ НАТРИЕВЫЕ
1629,01.04.01.19.99,СНАРЯЖЕНИЕ АЛЬПИНИСТСКОЕ ПРОЧЕЕ
1630,01.13.04.02.01.06,ПРИНТЕРЫ СПЕЦИАЛИЗИРОВАННЫЕ ДЛЯ ПЕЧАТИ НЕ НА БУМАГЕ
1631,01.19.09.02,ПОРТФЕЛИ ДЕЛОВЫЕ
1632,01.11.03.01.04.02.03,ЛИСТЫ ИЗ АЛЮМИНИЯ И АЛЮМИНИЕВЫХ СПЛАВОВ
1633,01.11.05.07.06,ПЕРЕМЫЧКИ ЖЕЛЕЗОБЕТОННЫЕ
1634,03.14.05,ДОБРОВОЛЬНОЕ СТРАХОВАНИЕ ИМУЩЕСТВА
1635,01.11.02.01.16,ГАЙКОВЕРТЫ
1636,01.25.59,"РЕЗЕРВУАРЫ ДЛЯ НЕФТИ, НЕФТЕПРОДУКТОВ И ПРОЧИХ ЖИДКОСТЕЙ"
1637,03.36.08,УСЛУГИ ШВЕЙНЫЕ
1638,01.13.01.01.04,НЕТТОПЫ
1639,01.13.04.04.99,УСТРОЙСТВА ВВОДА ПРОЧИЕ
1640,01.26.02.04.03.16,ДИЭТАНОЛАМИН (РЕАКТИВ)
1641,01.11.05.08.01,ОПОРЫ НАРУЖНОГО ОСВЕЩЕНИЯ МЕТАЛЛИЧЕСКИЕ
1642,01.11.03.01.02.02.01.03,ДВУТАВРЫ СТАЛЬНЫЕ ГОРЯЧЕКАТАНЫЕ ИЗ ЛЕГИРОВАННЫХ СТАЛЕЙ
1643,01.11.03.15.03,ЛЮКИ СМОТРОВЫХ КОЛОДЦЕВ БЕТОННЫЕ
1644,01.02.10.48.19.37,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ПРОИЗВОДСТВА ""GE HEALTHCARE"""
1645,01.11.01.07.02.04,ОСВЕТЛИТЕЛИ
1646,01.18.06.01,ЩЕПА ДРЕВЕСНАЯ ДЕКОРАТИВНАЯ
1647,01.11.02.03.22,УГОЛЬНИКИ
1648,01.01.08.02.04.02,СУБПРОДУКТЫ ГОВЯЖЬИ ЗАМОРОЖЕННЫЕ
1649,01.11.02.02.03.17,ДЛИННОГУБЦЫ
1650,03.03.99,ИНЫЕ УЧЕБНЫЕ МЕРОПРИЯТИЯ
1651,01.15.07.01,ПЕНАЛЫ ШКОЛЬНЫЕ
1652,01.01.01.01.12,ГОРОХ ШЛИФОВАННЫЙ СУШЕННЫЙ
1653,01.02.10.44.55,ОДЕЖДА ДЛЯ ПАЦИЕНТА И ПОСЕТИТЕЛЕЙ
1654,01.02.09.03.07,"БЕТА-АДРЕНОБЛОКАТОРЫ, C07"
1655,03.13.04.02,УСЛУГИ В СФЕРЕ ОБЕСПЕЧЕНИЯ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ ПРОЧИЕ
1656,01.10.05.05,АРМАТУРА ДЛЯ ОСВЕТИТЕЛЬНЫХ ПРИБОРОВ И ЛАМП
1657,01.19.04.06.07,ОБУВЬ СПЕЦИАЛЬНАЯ ИЗ ПОЛИМЕРНЫХ МАТЕРИАЛОВ ДЛЯ ЗАЩИТЫ ОТ МЕХАНИЧЕСКИХ ВОЗДЕЙСТВИЙ ДЛЯ РАБОТАЮЩИХ В УГОЛЬНЫХ ШАХТАХ И РАЗРЕЗАХ
1658,01.02.11.01.12.03.46.03,БОКС ЛАМИНАРНЫЙ
1659,01.02.11.04.12.01.09,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ ИММУНОХИМИЧЕСКИХ"
1660,01.02.10.27.21.27,СТЕНТ-ГРАФТ АОРТАЛЬНЫЙ ЭНДОВАСКУЛЯРНЫЙ УНИВЕРСАЛЬНЫЙ
1661,01.13.14.15,КОМПЛЕКТЫ ОСВЕТИТЕЛЬНОГО ОБОРУДОВАНИЯ И ХРОМАКЕЙНЫЙ ФОН
1662,01.20.01.03.02,ЭЛЕКТРОКОФЕВАРКИ БЫТОВЫЕ
1663,01.02.11.01.01.07.02,СИСТЕМЫ ОЦИФРОВКИ И ОБРАБОТКИ ИЗОБРАЖЕНИЯ
1664,01.11.03.05.15,ДОБАВКИ ДЛЯ БЕТОНА
1665,01.02.10.46.03,ЭЛЕКТРОКАРДИОСТИМУЛЯТОРЫ МЕДИЦИНСКИЕ С ПРИНАДЛЕЖНОСТЯМИ
1666,01.18.01,РАСТЕНИЯ КОМНАТНЫЕ
1667,01.25.04.03,СТАНКИ СВЕРЛИЛЬНЫЕ
1668,01.02.10.06.62.03,СКАЛЬПЕЛИ ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ
1669,01.09.08.01.09,БАТАРЕИ АККУМУЛЯТОРНЫЕ СТАРТЕРНЫЕ СВИНЦОВО-КИСЛОТНЫЕ
1670,01.02.11.01.13.04.22,"СИСТЕМА РЕАБИЛИТАЦИИ ВИРТУАЛЬНАЯ, БЕЗ ПОДДЕРЖКИ, КЛИНИЧЕСКАЯ"
1671,01.04.01.02,ИНВЕНТАРЬ ПОЖАРНЫЙ КОМБИНИРОВАННЫЙ
1672,01.02.10.06.13.06,ЗЕРКАЛА РЕКТАЛЬНЫЕ
1673,01.02.11.01.06.01.01.03,ХОЛОДИЛЬНИКИ МЕДИЦИНСКИЕ ПРОЧИЕ
1674,01.02.10.23.30,АППАРАТЫ ВНЕШНЕЙ ФИКСАЦИИ
1675,01.23.18,МАЛЫЕ АРХИТЕКТУРНЫЕ ФОРМЫ ДЛЯ ТЕРРИТОРИЙ БЛАГОУСТРОЙСТВА
1676,01.19.10.10,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ РАСТВОРОВ КИСЛОТ
1677,01.11.02.02.07.01.12,ГОЛОВКИ ГАЕЧНЫЕ
1678,01.25.04.01.02,СТАНКИ ТОКАРНЫЕ ДЕРЕВООБРАБАТЫВАЮЩИЕ
1679,02.17.01.04,ИЗГОТОВЛЕНИЕ ИЗДЕЛИЙ ИЗ ПЛАСТМАСС
1680,01.02.11.01.08.13.02,ПЕРФОРАТОРЫ КОЖНЫХ ТРАНСПЛАНТАТОВ
1681,01.02.11.01.08.13.05,УШИВАТЕЛИ ОРГАНОВ
1682,01.11.05.09.02,ОГРАЖДЕНИЯ ПАРКОВОЧНЫЕ
1683,01.20.11.01,ЭЛЕКТРООБОРУДОВАНИЕ БЫТОВОЕ ОБОГРЕВАТЕЛЬНОЕ
1684,01.12.05.01,КУЛЬТИВАТОРЫ
1685,01.11.04.03.02.01.09,КАБЕЛИ СИЛОВЫЕ С РЕЗИНОВОЙ ИЗОЛЯЦИЕЙ
1686,01.02.10.50.10,ФИЛЬТРЫ ДЛЯ ОБЩЕБОЛЬНИЧНОГО ОБОРУДОВАНИЯ
1687,01.04.04.15,ТРЕНАЖЕРЫ ДЛЯ ПОДГОТОВКИ И ОБУЧЕНИЯ СПАСАТЕЛЕЙ
1688,01.02.10.46.07,ПРИНАДЛЕЖНОСТИ К ЭЛЕКТРОКАРДИОСТИМУЛЯТОРАМ
1689,01.20.09.01.06,ИГРУШКИ ДЕТСКИЕ КОНСТРУКТОРЫ
1690,01.08.01.09.14,ОБРУЧИ ГИМНАСТИЧЕСКИЕ
1691,01.04.02.02,КУРТКИ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ
1692,01.20.07.10.03,ПРИНАДЛЕЖНОСТИ ГАРДЕРОБНЫЕ МЕТАЛЛИЧЕСКИЕ
1693,01.02.09.01.09,"ПРЕПАРАТЫ, СПОСОБСТВУЮЩИЕ ПИЩЕВАРЕНИЮ (ВКЛЮЧАЯ ФЕРМЕНТНЫЕ ПРЕПАРАТЫ),A09"
1694,01.02.09.04.08,"АНТИСЕПТИКИ И ДЕЗИНФИЦИРУЮЩИЕ ПРЕПАРАТЫ,D08"
1695,01.10.01.01.11,ТОПЛИВО ДИЗЕЛЬНОЕ (ОПТОВАЯ РЕАЛИЗАЦИЯ)
1696,01.02.10.13.14,ПЕРЧАТКИ СМОТРОВЫЕ/ПРОЦЕДУРНЫЕ НИТРИЛОВЫЕ
1697,01.11.04.03.02.01.02,КАБЕЛИ СИЛОВЫЕ С АЛЮМИНИЕВОЙ ЖИЛОЙ НА НАПРЯЖЕНИЕ ДО 1 КВ
1698,01.02.10.53.29,ЗОНДЫ ДЛЯ АКУШЕРСТВА И ГИНЕКОЛОГИИ
1699,01.02.10.12.04.06,"ЛЕЙКОПЛАСТЫРЬ ДЛЯ ПОВЕРХНОСТНЫХ РАН, АНТИБАКТЕРИАЛЬНЫЙ"
1700,01.02.10.29.05,"ИЗДЕЛИЯ МЕДИЦИНСКОГО НАЗНАЧЕНИЯ ДЛЯ СБОРА, ТЕРМИЧЕСКОЙ ОБРАБОТКИ МЕДИЦИНСКИХ ОТХОДОВ"
1701,01.11.01.03.11.05,ПРИВОДЫ
1702,01.11.08.01.03,КРАСКИ ОГНЕЗАЩИТНЫЕ
1703,01.16.06.01,СТОЙКИ РЕСЕПШЕН
1704,01.20.13.02,КОВРИКИ ДЕЗИНФЕКЦИОННЫЕ
1705,01.01.11.03.01.02,РЫБА МОРСКАЯ СОЛЕНАЯ И ПРЯНОГО ПОСОЛА
1706,01.02.11.01.06.01.05.03,"СИСТЕМА ПОДЪЕМА И ПЕРЕМЕЩЕНИЯ ПАЦИЕНТА ПЕРЕДВИЖНАЯ, С ПИТАНИЕМ ОТ БАТАРЕИ"
1707,01.02.11.01.12.01.32.05,АНАЛИЗАТОР МОНООКСИДА УГЛЕРОДА В ВЫДЫХАЕМОМ ВОЗДУХЕ
1708,01.07.11.01.02,ПЕЙЗАЖИ
1709,01.02.10.49.17,БАЛЛОНЫ ДЛЯ АРГОНА
1710,01.02.11.04.18,"РАСХОДНЫЕ МАТЕРИАЛЫ, КОМПЛЕКТУЮЩИЕ, ЗАПАСНЫЕ ЧАСТИ ДЛЯ ЛАБОРАТОРНОГО ОБОРУДОВАНИЯ"
1711,01.01.08.03.01.04.05,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОВЯЛЕНЫЕ МЯСНЫЕ
1712,01.08.01.28.02,ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ИГРЫ В ГОЛЬФ
1713,01.19.10.21,ХАЛАТЫ ПРОИЗВОДСТВЕННЫЕ
1714,01.11.03.05.05.02,КРАСКИ МАСЛЯНЫЕ
1715,03.30.05.04,УСЛУГИ ПО АТТЕСТАЦИИ ОБЪЕКТОВ
1716,03.07.11,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ АВТОМАТИЗИРОВАННЫХ СИСТЕМ ФОТОВИДЕОФИКСАЦИИ
1717,01.11.01.04.15,МОЙКИ ДЛЯ КУХОНЬ
1718,01.20.02.01,МАШИНЫ СТИРАЛЬНЫЕ БЫТОВЫЕ
1719,01.02.10.55.05,МЫЛО ЖИДКОЕ ДЕЗИНФИЦИРУЮЩЕЕ
1720,01.18.05.05,ПОЧВОГРУНТ ИСКУССТВЕННЫЙ МНОГОКОМПОНЕНТНЫЙ ЗАВОДСКОГО ИЗГОТОВЛЕНИЯ
1721,01.11.03.01.04.09,ПРОВОЛОКА ИЗ ЦВЕТНЫХ МЕТАЛЛОВ
1722,01.02.11.04.08.01.02,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ ХИРУРГИЧЕСКИХ УЛЬТРАЗВУКОВЫХ ПРОЧИЕ"
1723,01.02.10.54.08,ПРИНАДЛЕЖНОСТИ ДЛЯ ЭЛЕКТРОЭНЦЕФАЛОГРАФИИ (ЭЭГ)
1724,01.15.05.01.05.01.07,ПОДСТАВКИ ДЛЯ ПИШУЩИХ ПРИНАДЛЕЖНОСТЕЙ ПЛАСТИКОВЫЕ
1725,01.02.10.30.03,"ИЗДЕЛИЯ ПРОЧИЕ, ПРИМЕНЯЕМЫЕ В МЕДИЦИНСКИХ ЦЕЛЯХ"
1726,01.01.01.13.02.99,ПРЯНОСТИ ОБРАБОТАННЫЕ ПРОЧИЕ
1727,01.02.10.34.35,ИЗОЛЯТОР СУХОЖИЛИЯ
1728,01.02.10.44.30.02,"МАСКА ЛИЦЕВАЯ ДЛЯ ЗАЩИТЫ ДЫХАТЕЛЬНЫХ ПУТЕЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"
1729,01.15.01.04.06,КАРТОН КАНЦЕЛЯРСКИЙ
1730,01.08.01.02.09,РОЛЛ-МАТЫ
1731,01.02.10.11.05,НАБОРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ
1732,01.13.08.05,ОБОРУДОВАНИЕ КОММУТАЦИОННОЕ ДЛЯ ВОЛОКОННО-ОПТИЧЕСКИХ ЛИНИЙ СВЯЗИ
1733,01.02.11.04.01.07,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ВСПОМОГАТЕЛЬНОГО ОБЕСПЕЧИВАЮЩЕГО ВИЗУАЛИЗАЦИЮ"
1734,01.02.11.01.12.03.06,МИКРОСКОПЫ
1735,01.02.10.48.07.01,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЭНДОСКОПОВ ""OLYMPUS"""
1736,01.20.07.11.06.04.08,КРЫШКИ ДЛЯ КОНСЕРВИРОВАНИЯ МЕТАЛЛИЧЕСКИЕ
1737,01.02.10.54.05.05,"ТЕРМОБУМАГА, ТЕРМОЛЕНТА И ДИАГРАММНАЯ БУМАГА ДЛЯ КАРДИОТОКОГРАФОВ"
1738,01.08.01.20.01,РАКЕТКИ ДЛЯ НАСТОЛЬНОГО ТЕННИСА
1739,01.02.09.04.04,"ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗУДА (ВКЛЮЧАЯ АНТИГИСТАМИННЫЕ ПРЕПАРАТЫ И АНЕСТЕТИКИ,D04"
1740,01.26.02.04.01.30,СПИРТ ИЗОПРОПИЛОВЫЙ
1741,01.04.01.07.09,ПОКРЫВАЛА ДЛЯ ИЗОЛЯЦИИ ОЧАГОВ ВОЗГОРАНИЯ
1742,01.08.01.09.05,МЯЧИ ДЛЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ
1743,01.11.01.08.12.02,НОРМАЛИЗАТОРЫ НАПРЯЖЕНИЯ
1744,01.16.07.02.05,ШКАФЫ-ВИТРИНЫ ДЕРЕВЯННЫЕ
1745,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ
1746,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА
1747,03.03.14.04,ОБУЧЕНИЕ ПО ВОПРОСАМ ОХРАНЫ ТРУДА
1748,01.08.01.05,ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ВСЕХ ВИДОВ ГРЕБЛИ
1749,01.11.01.03.11.09,ПОЛОТЕНЦЕСУШИТЕЛИ
1750,01.11.04.01.01.06.04,НАЛИЧНИКИ ДВЕРНЫЕ
1751,01.08.01.01.10.15,ТЕЙПЫ И ПОДТЕЙПНИКИ
1752,01.10.05.03.04,ШНУР СВЕТОВОЙ
1753,01.20.07.11.03.02.01,ПАКЕТЫ БУМАЖНЫЕ
1754,01.13.17.16.05,СЕРВОПРИВОДЫ
1755,01.02.10.43.05.16.01,КОЛПАЧОК ПРОБИРКИ/СОСУДА
1756,01.20.04.06.01.01,МЫЛО ТУАЛЕТНОЕ ТВЕРДОЕ
1757,01.15.05.01.05.01.06,ПОДСТАВКИ ДЛЯ БУМАЖНЫХ БЛОКОВ ПЛАСТИКОВЫЕ
1758,01.04.01.19.01,ВЕРЕВКИ АЛЬПИНИСТСКИЕ
1759,01.20.04.09.04,СРЕДСТВА ОТБЕЛИВАЮЩИЕ ДЛЯ СТИРКИ
1760,01.15.03.13,КАРМАНЫ ДЛЯ ПАПОК САМОКЛЕЯЩИЕСЯ
1761,01.01.08.01.02.01,ГОВЯДИНА ЗАМОРОЖЕННАЯ
1762,01.02.10.06.48.01,ПИНЦЕТЫ АНАТОМИЧЕСКИЕ
1763,01.02.09.13.02,"ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ УХА,S02"
1764,01.20.07.11.05.02,ПОДДОНЫ ДЕРЕВЯННЫЕ
1765,01.02.10.20.07,РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ПОЧЕЧНОЙ ТЕРАПИИ (СОПУТСТВУЮЩИЕ)
1766,01.02.10.16.09.09,"НАБОРЫ ДЛЯ ЭПИДУРАЛЬНОЙ АНЕСТЕЗИИ, НЕ СОДЕРЖАЩИЕ ЛЕКАРСТВЕННЫХ СРЕДСТВ"
